,NPA_CL,EVT_STAT_CD,EVT_CL_CD,HPPN_X,HPPN_Y
812015,19,10,401,127.241305,36.286362
813355,19,10,401,127.14456081,36.1316514
813752,19,10,401,127.249081,36.27987
816060,13,10,401,127.31572059,36.2857954
816121,13,10,401,127.30975842,36.28357559
816420,13,10,401,127.30980559,36.28378065
816756,19,10,401,127.2038625,36.17502967
818649,19,10,401,127.3141667,36.2955556
818776,19,10,401,127.2091667,36.1902778
819185,13,10,401,127.3141667,36.2955556
819301,13,10,401,127.2807312,36.26619101
819666,19,10,401,127.2807312,36.26619101
820714,13,10,401,127.32654438,36.29389582
822445,19,10,401,127.26535928,36.2685351
823498,19,10,401,127.239442,36.288666
824810,13,10,401,127.32395918,36.29872459
828360,19,10,401,127.20696,36.157455
829096,19,10,401,127.270874,36.173989
829725,13,10,401,127.274724,36.275535
829806,19,10,401,127.274724,36.275535
830540,19,10,401,127.27294271,36.21561416
830600,19,10,401,127.17580318,36.15956783
832191,13,10,401,127.31786485,36.29959227
832968,19,10,401,127.2813889,36.2688889
834883,13,10,401,127.30984859,36.28371963
837798,13,10,401,127.29389717,36.2771237
837863,19,10,401,127.27204,36.26782
837957,19,10,401,127.17486444,36.1587929
838043,19,10,401,127.18580246,36.16388083
840139,19,10,401,127.257638,36.275154
840163,19,10,401,127.225019,36.165456
841653,19,10,401,127.2347222,36.1397222
841876,13,10,401,127.32254152,36.2997978
843923,19,10,401,127.15415239,36.1757791
845216,19,10,401,127.32391059,36.28918994
845321,13,10,401,127.32391059,36.28918994
845511,13,10,401,127.32185,36.294332
845569,19,10,401,127.268753,36.207506
845576,13,10,401,127.268753,36.207506
847141,19,10,401,127.16476921,36.15328829
847273,19,10,401,127.25578934,36.26489013
850989,13,10,401,127.2813889,36.2688889
852514,19,10,401,127.15162,36.141704
853027,19,10,401,127.1511111,36.1411111
853121,19,10,401,127.32693603,36.29062445
853189,19,10,401,127.15191809,36.14251433
853496,13,10,401,127.32693603,36.29062445
855811,19,10,401,127.216548,36.215842
855939,19,10,401,127.24045,36.28696
858419,19,10,401,127.16422184,36.15306832
861372,19,10,401,127.237833,36.2875
861786,19,10,401,127.23946526,36.2858086
863288,13,10,401,127.31821,36.29443
865936,19,10,401,127.17851673,36.2122871
867383,19,10,401,127.277426,36.198085
868758,19,10,401,127.28138791,36.26684066
870541,13,10,401,127.317411,36.298241
870854,19,10,401,127.24922339,36.27238057
871899,19,10,401,127.27006099,36.21049899
872916,13,10,401,127.27639674,36.21996161
873532,19,10,401,127.2719431,36.2140967
874492,13,10,401,127.3266667,36.2969444
874571,19,10,401,127.18734741,36.16437435
875943,19,10,401,127.2448109,36.28211583
876988,13,10,401,127.31700847,36.28582607
881222,19,10,401,127.143381,36.212794
883659,19,10,401,127.216543,36.285258
884610,19,10,401,127.143591,36.294055
886416,19,10,401,127.256359,36.269558
891926,19,10,401,127.237666,36.280612
893110,19,10,401,127.238309,36.288711
900956,19,10,401,127.23808974,36.28266611
901461,19,10,401,127.24067,36.28482
902162,19,10,401,127.275771,36.267259
903307,13,10,401,127.28138791,36.26684066
903861,19,10,401,127.24180698,36.13391519
905214,19,10,401,127.32466222,36.28910651
905377,13,10,401,127.32466222,36.28910651
905580,19,10,401,127.27639674,36.21996161
905587,13,10,401,127.3054658,36.28156485
905651,19,10,401,127.24638,36.26978
908516,19,10,401,127.24208302,36.28652703
909367,13,10,401,127.31096378,36.2851411
915154,19,10,401,127.189858,36.247351
915384,19,10,401,127.16138889,36.15166667
915473,19,10,401,127.166378,36.102845
916011,19,10,401,127.19579423,36.20844796
916266,19,10,401,127.14290829,36.21291712
916342,19,10,401,127.27166,36.26743
916378,19,10,401,127.155054,36.184781
919369,19,10,401,127.31566244,36.29556228
919982,13,10,401,127.325603,36.295472
920916,19,10,401,127.1719444,36.1572222
921135,13,10,401,127.31924,36.29516
921496,19,10,401,127.28001527,36.25854285
925192,13,10,401,127.32353685,36.29983123
925570,19,10,401,127.140742,36.213466
926967,19,10,401,127.23749399,36.28767014
928774,19,10,401,127.18286276,36.12852931
930060,19,10,401,127.26959042,36.21073373
930326,13,10,401,127.317104,36.22973
932546,19,10,401,127.218654,36.210487
932665,13,10,401,127.3224359,36.29987566
935061,19,10,401,127.238963,36.289056
937313,19,10,401,127.27977409,36.2508445
937813,19,10,401,127.256614,36.274774
941663,13,10,401,127.31959189,36.29861268
942219,19,10,401,127.238417,36.290031
942884,19,10,401,127.24141164,36.29821626
945016,19,10,401,127.266137,36.272285
946666,19,10,401,127.23994385,36.28598521
951391,19,10,401,127.172799,36.191636
952402,19,10,401,127.24440336,36.28857136
953835,13,10,401,127.31963,36.29997
954817,13,10,401,127.325609,36.295237
955242,19,10,401,127.227974,36.233581
956389,19,10,401,127.24437398,36.28237415
957314,19,10,401,127.325234,36.170189
958392,19,10,401,127.211963,36.21547
958497,19,10,401,127.23825,36.28016
961698,13,10,401,127.32042904,36.29316785
963614,19,10,401,127.24634499,36.27185832
964575,19,10,401,127.222251,36.281723
967047,13,10,401,127.31438975,36.2978909
968163,19,10,401,127.23355563,36.28653109
969242,19,10,401,127.14137,36.213397
971860,19,10,401,127.16083072,36.21341889
971889,19,10,401,127.1961111,36.2083333
974956,19,10,401,127.24064999,36.288125
975403,13,10,401,127.322788,36.29945
975404,13,10,401,127.322552,36.299579
977106,13,10,401,127.30548948,36.28157518
977121,13,10,401,127.31495784,36.29926025
978249,13,10,401,127.3102778,36.2838889
979475,19,10,401,127.208788,36.179423
979693,19,10,401,127.21678697,36.21670569
980815,19,10,401,127.23947,36.28458
981614,19,10,401,127.25094098,36.27354293
982771,19,10,401,127.171737,36.281143
982928,13,10,401,127.32002505,36.29098181
983108,19,10,401,127.253678,36.280417
983747,19,10,401,127.253751,36.263276
985691,13,10,401,127.299387,36.280756
985748,13,10,401,127.318683,36.297903
985841,13,10,401,127.31957842,36.29355472
986051,13,10,401,127.3199913,36.29362494
987404,13,10,401,127.3226452,36.29950034
988046,19,10,401,127.17882552,36.23906049
989580,19,10,401,127.17091084,36.1957562
1000046,19,10,401,127.253985,36.275816
1000057,19,10,401,127.23495085,36.28716338
1000243,19,10,401,127.29833534,36.27957582
1000389,13,10,401,127.29833534,36.27957582
1000503,19,10,401,127.249387,36.273585
1000724,19,10,401,127.23883,36.2853
1001160,19,10,401,127.159817,36.295674
1005248,13,10,401,127.328429,36.298661
1007592,13,10,401,127.31100796,36.28507609
1008078,19,10,401,127.27270239,36.26859835
1008195,13,10,401,127.31126,36.25114
1008821,13,10,401,127.32158127,36.28922778
1008822,19,10,401,127.32158127,36.28922778
1009465,13,10,401,127.31708318,36.29736071
1010721,13,10,401,127.32077,36.29774
1014267,19,10,401,127.239777,36.288445
1014874,13,10,401,127.32320669,36.29954718
1015007,19,10,401,127.203741,36.175103
1015097,19,10,401,127.20376422,36.17502917
1015098,19,10,401,127.20366,36.175067
1015106,19,10,401,127.20352416,36.174947
1015259,19,10,401,127.20378563,36.1749318
1016956,19,10,401,127.165761,36.214231
1016989,19,10,401,127.32149417,36.28929931
1017685,19,10,401,127.249446,36.186504
1018262,19,10,401,127.148534,36.188371
1022369,13,10,401,127.3202166,36.2930361
1022397,13,10,401,127.30877018,36.28292988
1026451,19,10,401,127.254853,36.264324
1026596,19,10,401,127.2780556,36.2433333
1028855,19,10,401,127.15811479,36.13382358
1030419,19,10,401,127.245018,36.282544
1030939,19,10,401,127.24258605,36.2956929
1031305,19,10,401,127.219276,36.210347
1032523,19,10,401,127.193334,36.208051
1032902,19,10,401,127.21841952,36.21064137
1035339,13,10,401,127.32764131,36.29817587
1035443,19,10,401,127.242515,36.173301
1035458,19,10,401,127.26022,36.267892
1036481,19,10,401,127.256658,36.242927
1040555,13,10,401,127.28177981,36.26687169
1041046,13,10,401,127.323816,36.297189
1043021,19,10,401,127.280302,36.252544
1043377,19,10,401,127.280002,36.25308
1046339,19,10,401,127.262526,36.197761
1046401,19,10,401,127.26249218,36.19789124
1046459,19,10,401,127.184987,36.163527
1048991,19,10,401,127.22766638,36.22654796
1049502,19,10,401,127.24627,36.286265
1049903,19,10,401,127.218469,36.210365
1050227,19,10,401,127.24406,36.180028
1052841,13,10,401,127.325453,36.297316
1055096,13,10,401,127.32338646,36.29885395
1057020,13,10,401,127.32729824,36.29735177
1057549,19,10,401,127.215564,36.199238
1057604,19,10,401,127.146453,36.175013
1061345,19,10,401,127.23984513,36.28405887
1061560,19,10,401,127.244704,36.282327
1063366,13,10,401,127.322509,36.299644
1064508,19,10,401,127.23888641,36.28733716
1064657,19,10,401,127.237736,36.288137
1064754,13,10,401,127.321797,36.294945
1065664,19,10,401,127.28116594,36.25804224
1065718,19,10,401,127.197346,36.216322
1066026,13,10,401,127.28116594,36.25804224
1066139,13,10,401,127.32738239,36.29695721
1066450,19,10,401,127.215603,36.197928
1067344,19,10,401,127.161146,36.176763
1072272,19,10,401,127.258437,36.153646
1076850,19,10,401,127.270506,36.251652
1077993,19,10,401,127.195825,36.214004
1080030,19,10,401,127.2588889,36.1933333
1080515,19,10,401,127.195587,36.208148
1080734,19,10,401,127.243012,36.28843
1082170,19,10,401,127.159813,36.177263
1083607,19,10,401,127.177057,36.2402
1084392,19,10,401,127.2338889,36.2694444
1085774,19,10,401,127.218169,36.207898
1088857,19,10,401,127.231207,36.135621
1089198,19,10,401,127.27877201,36.26651611
1089319,13,10,401,127.27877201,36.26651611
1089861,19,10,401,127.14020491,36.16345167
1089915,19,10,401,127.16114759,36.21306181
1090828,19,10,401,127.22015889,36.15971914
1090925,19,10,401,127.21974499,36.15970853
1091131,19,10,401,127.259687,36.208979
1092204,19,10,401,127.231164,36.26559
1094220,19,10,401,127.16348,36.133739
1096071,13,10,401,127.31556127,36.29548732
1096920,19,10,401,127.254154,36.268236
1099698,19,10,401,127.285,36.2608333
1099800,13,10,401,127.3215688,36.28927869
1099951,19,10,401,127.175224,36.159139
1099989,19,10,401,127.3215688,36.28927869
1100580,13,10,401,127.31705386,36.2954334
1100642,19,10,401,127.250026,36.273086
1100786,19,10,401,127.323631,36.298805
1102246,19,10,401,127.25793223,36.26717619
1102478,19,10,401,127.278912,36.242368
1105088,19,10,401,127.23107826,36.26512229
1105142,19,10,401,127.24186,36.282029
1105660,19,10,401,127.27395041,36.21662155
1106687,19,10,401,127.224126,36.22142
1107584,19,10,401,127.14098,36.126718
1107586,19,10,401,127.14071989,36.12700582
1112244,19,10,401,127.242515,36.289558
1114370,13,10,401,127.31884999,36.29779999
1115021,19,10,401,127.21116543,36.21083021
1115599,19,10,401,127.211164,36.210656
1117053,19,10,401,127.237084,36.137767
1118863,19,10,401,127.2695303,36.21025085
1120046,13,10,401,127.31933466,36.29830748
1122087,13,10,401,127.325186,36.296191
1123883,19,10,401,127.23886,36.291056
1124254,19,10,401,127.202668,36.161005
1124873,19,10,401,127.29549408,36.22251391
1124881,13,10,401,127.29527846,36.22261778
1124920,13,10,401,127.29549408,36.22251391
1126642,13,10,401,127.318561,36.295223
1128681,19,10,401,127.1502778,36.2116667
1128909,13,10,401,127.27129429,36.27307303
1129410,19,10,401,127.2316667,36.2883333
1131369,13,10,401,127.32025192,36.29231328
1131429,13,10,401,127.312081,36.285675
1131430,13,10,401,127.31096481,36.28511483
1131763,19,10,401,127.31096481,36.28511483
1135528,13,10,401,127.260454,36.276587
1136836,19,10,401,127.291954,36.266406
1140460,19,10,401,127.19721794,36.20915651
1143253,19,10,401,127.225628,36.211678
1143450,19,10,401,127.328186,36.291806
1145551,19,10,401,127.210157,36.159031
1147852,19,10,401,127.1467495,36.23799562
1149382,19,10,401,127.20711,36.214285
1149722,19,10,401,127.141085,36.296433
1152082,19,10,401,127.243777,36.288287
1152510,19,10,401,127.24380327,36.28813471
1154571,19,10,401,127.245638,36.288445
1155920,19,10,401,127.236111,36.286334
1156188,19,10,401,127.21850395,36.20815873
1160722,19,10,401,127.266805,36.20568
1163618,19,10,401,127.218271,36.209378
1166722,19,10,401,127.265053,36.269836
1167326,13,10,401,127.32101192,36.29496487
1167861,19,10,401,127.262943,36.27604
1167895,13,10,401,127.262943,36.27604
1167915,19,10,401,127.2419444,36.2858333
1170725,13,10,401,127.32072458,36.2951078
1171113,13,10,401,127.30910526,36.28313919
1171344,19,10,401,127.243582,36.289889
1173700,13,10,401,127.324364,36.295023
1174155,19,10,401,127.22852468,36.25166416
1175792,13,10,401,127.32659548,36.29735907
1178456,13,10,401,127.32072929,36.29371111
1178712,13,10,401,127.25534202,36.28010795
1179066,19,10,401,127.23054171,36.28761649
1180783,19,10,401,127.31736045,36.29101949
1181103,13,10,401,127.31736045,36.29101949
1181764,19,10,401,127.24202091,36.28628788
1182817,19,10,401,127.322009,36.162335
1183059,13,10,401,127.317921,36.298906
1184167,19,10,401,127.197143,36.214425
1186027,13,10,401,127.32110479,36.29454623
1186537,13,10,401,127.320492,36.292455
1186732,19,10,401,127.23793106,36.28142507
1188702,13,10,401,127.32383215,36.29919957
1190925,19,10,401,127.212003,36.178624
1191348,19,10,401,127.141945,36.284334
1196287,19,10,401,127.21857069,36.21032447
1197346,19,10,401,127.219038,36.208706
1198421,19,10,401,127.158422,36.176916
1203660,13,10,401,127.29358157,36.27616528
1204305,19,10,401,127.145,36.2219444
1204812,19,10,401,127.17619,36.21233
1206576,19,10,401,127.206003,36.161987
1208410,19,10,401,127.148937,36.223135
1209195,19,10,401,127.25437829,36.27422963
1212715,19,10,401,127.2655556,36.2030556
1213212,19,10,401,127.17170477,36.28554583
1213513,19,10,401,127.279164,36.259141
1214936,13,10,401,127.32409931,36.29906839
1215172,13,10,401,127.32663268,36.29727181
1217128,19,10,401,127.2183,36.161805
1217142,13,10,401,127.28131056,36.26685619
1220076,13,10,401,127.32295993,36.29919684
1221026,13,10,401,127.30694656,36.28204478
1221506,13,10,401,127.27118141,36.27520165
1225303,19,10,401,127.271132,36.250242
1225492,19,10,401,127.20613,36.161897
1225775,19,10,401,127.31626544,36.28456493
1226251,19,10,401,127.25672,36.269419
1226276,13,10,401,127.323688,36.29932499
1226508,13,10,401,127.321965,36.241395
1227846,19,10,401,127.2390906,36.13609342
1233012,13,10,401,127.31626544,36.28456493
1233425,19,10,401,127.169859,36.145009
1242155,19,10,401,127.31886386,36.29781672
1242194,13,10,401,127.31886386,36.29781672
1242406,19,10,401,127.271032,36.212944
1243610,13,10,401,127.32265509,36.29956328
1245736,19,10,401,127.22788095,36.22744918
1246933,13,10,401,127.31324356,36.28588289
1248678,13,10,401,127.3113889,36.285
1248685,13,10,401,127.31914989,36.28705429
1248765,19,10,401,127.227822,36.133494
1248919,13,10,401,127.3189488,36.28686363
1250424,19,10,401,127.2533357,36.27573891
1250723,19,10,401,127.269072,36.248346
1254959,13,10,401,127.32077501,36.29366464
1256201,20,10,401,127.26054,36.194823
1256680,19,10,401,127.26054,36.194823
1258249,19,10,401,127.205966,36.212577
1259627,13,10,401,127.32921187,36.28973783
1259674,13,10,401,127.31962278,36.29371491
1259811,13,10,401,127.31747468,36.29451069
1259832,19,10,401,127.149839,36.139655
1260553,13,10,401,127.30655899,36.289289
1261511,19,10,401,127.23828793,36.28863573
1263532,13,10,401,127.325718,36.296744
1264134,19,10,401,127.240333,36.286612
1264557,13,10,401,127.32407468,36.29863088
1264947,19,10,401,127.2096421,36.17936199
1266104,13,10,401,127.32294763,36.29974511
1266111,19,10,401,127.197504,36.214286
1267767,19,10,401,127.28611708,36.21721387
1268894,19,10,401,127.156577,36.211767
1271449,19,10,401,127.142648,36.135622
1273038,19,10,401,127.155161,36.21141
1273179,13,10,401,127.32399996,36.28928071
1276485,19,10,401,127.241485,36.286039
1277543,19,10,401,127.2525,36.2730556
1278422,13,10,401,127.32548,36.296516
1280437,19,10,401,127.24459018,36.2883753
1283937,19,10,401,127.240315,36.289137
1284776,13,10,401,127.32357182,36.29891469
1285712,13,10,401,127.32371092,36.29570603
1287444,13,10,401,127.32366714,36.29884327
1287470,19,10,401,127.24148,36.28605
1287918,19,10,401,127.18775511,36.16461039
1289740,13,10,401,127.31679592,36.29404399
1289829,19,10,401,127.31699481,36.29200992
1293449,13,10,401,127.2361111,36.2747222
1293759,13,10,401,127.32065759,36.29359875
1294131,19,10,401,127.229447,36.164471
1294527,19,10,401,127.2141667,36.2552778
1294841,19,10,401,127.232316,36.168613
1297495,19,10,401,127.2730556,36.2541667
1297536,19,10,401,127.31679592,36.29404399
1297538,13,10,401,127.32010519,36.2924313
1298132,19,10,401,127.239027,36.284973
1298726,19,10,401,127.21140146,36.15908504
1299183,19,10,401,127.214061,36.255388
1299890,19,10,401,127.32056021,36.28870576
1300310,13,10,401,127.32056021,36.28870576
1301225,13,10,401,127.3265489,36.29299808
1301457,19,10,401,127.269441,36.249199
1301520,13,10,401,127.32987587,36.29511269
1301878,13,10,401,127.321758,36.291854
1302584,19,10,401,127.27343559,36.23020649
1304534,19,10,401,127.321758,36.291854
1305288,13,10,401,127.3166476,36.29709899
1306524,19,10,401,127.23990764,36.28661176
1310391,13,10,401,127.325514,36.29995
1310405,19,10,401,127.21831233,36.21073848
1311306,19,10,401,127.25762129,36.19230151
1313592,19,10,401,127.21805334,36.21235371
1316744,19,10,401,127.254942,36.275196
1319058,19,10,401,127.212156,36.211037
1320462,13,10,401,127.317513,36.298021
1321976,19,10,401,127.157242,36.212118
1322261,13,10,401,127.31611796,36.28458829
1322272,19,10,401,127.31611796,36.28458829
1322572,19,10,401,127.24369449,36.28234577
1323602,19,10,401,127.141028,36.127193
1324717,13,10,401,127.30810362,36.28272647
1324754,13,10,401,127.309163,36.283067
1324817,19,10,401,127.257164,36.274002
1327352,19,10,401,127.233473,36.141545
1327942,19,10,401,127.23933935,36.28286362
1329010,13,10,401,127.314827,36.297133
1329413,19,10,401,127.317317,36.291232
1329566,13,10,401,127.31682735,36.29234163
1331082,19,10,401,127.32346214,36.28929579
1331598,13,10,401,127.32346214,36.28929579
1331772,19,10,401,127.314827,36.297133
1331850,19,10,401,127.25672,36.267392
1332172,13,10,401,127.317778,36.298859
1333562,19,10,401,127.274702,36.23467
1333933,19,10,401,127.19496636,36.21588901
1334115,13,10,401,127.29087391,36.27034567
1335941,19,10,401,127.24355742,36.17556306
1336620,13,10,401,127.28976488,36.26761794
1337212,19,10,401,127.315347,36.29576277
1337259,13,10,401,127.317317,36.291232
1337305,19,10,401,127.31682735,36.29234163
1337389,13,10,401,127.315347,36.29576277
1338757,19,10,401,127.237195,36.137601
1339231,13,10,401,127.28972195,36.2675694
1340439,13,10,401,127.180116,36.198371
1344828,19,10,401,127.248839,36.272047
1345967,13,10,401,127.32214451,36.29501939
1346231,19,10,401,127.287362,36.258187
1346302,13,10,401,127.287362,36.258187
1346993,13,10,401,127.325908,36.296222
1348272,19,10,401,127.232612,36.138545
1348566,13,10,401,127.32,36.2975
1351659,19,10,401,127.28057711,36.25683576
1353503,19,10,401,127.27417028,36.21707388
1353727,19,10,401,127.157642,36.177198
1354054,13,10,401,127.27417028,36.21707388
1354738,19,10,401,127.272384,36.231515
1354983,19,10,401,127.25703486,36.27331697
1355552,19,10,401,127.291074,36.271802
1355592,13,10,401,127.291074,36.271802
1355826,19,10,401,127.276947,36.266957
1356878,19,10,401,127.313905,36.298892
1359562,19,10,401,127.22777384,36.24073665
1360871,19,10,401,127.27807588,36.2601566
1361639,13,10,401,127.313905,36.298892
1363273,13,10,401,127.15786795,36.14945579
1363462,19,10,401,127.15786795,36.14945579
1364966,19,10,401,127.22853983,36.25612348
1366117,19,10,401,127.27610134,36.2197422
1366162,19,10,401,127.2663889,36.2055556
1366246,19,10,401,127.273672,36.229316
1367176,19,10,401,127.24204302,36.28527761
1369673,19,10,401,127.277345,36.259026
1369713,19,10,401,127.24308511,36.28875333
1370594,19,10,401,127.195865,36.208697
1371776,13,10,401,127.314076,36.295749
1372251,19,10,401,127.314076,36.295749
1372472,13,10,401,127.315214,36.282402
1372737,19,10,401,127.315214,36.282402
1372883,13,10,401,127.324075,36.296583
1373210,19,10,401,127.165756,36.297804
1373435,19,10,401,127.241277,36.28639
1374731,13,10,401,127.326351,36.152605
1375469,19,10,401,127.326351,36.152605
1376310,19,10,401,127.14640617,36.29682183
1376952,13,10,401,127.31672,36.29927
1381392,19,10,401,127.24088,36.28208
1382061,13,10,401,127.32017123,36.29314841
1383413,19,10,401,127.18608999,36.1214724
1383871,19,10,401,127.245317,36.287877
1387607,19,10,401,127.258228,36.262094
1388006,13,10,401,127.32641365,36.29733895
1389124,19,10,401,127.252248,36.276474
1390149,13,10,401,127.31999,36.29527
1390551,19,10,401,127.14174459,36.12691538
1390754,19,10,401,127.277534,36.262361
1391434,19,10,401,127.171752,36.280686
1393125,13,10,401,127.32017568,36.29309668
1393523,19,10,401,127.186745,36.16299
1395666,13,10,401,127.325969,36.296301
1396569,19,10,401,127.244082,36.288945
1396994,19,10,401,127.32881324,36.29170719
1397172,13,10,401,127.2801938,36.2653179
1397522,13,10,401,127.32881324,36.29170719
1403335,13,10,401,127.31456414,36.29789286
1403430,19,10,401,127.196617,36.208448
1403454,19,10,401,127.31456414,36.29789286
1405742,19,10,401,127.245832,36.281085
1407056,13,10,401,127.31968822,36.29153219
1407098,19,10,401,127.3195728,36.29127417
1407146,13,10,401,127.32140454,36.28909434
1407147,19,10,401,127.32140454,36.28909434
1407624,19,10,401,127.31417388,36.29862736
1407925,19,10,401,127.24374734,36.28940546
1408048,13,10,401,127.31417388,36.29862736
1408966,19,10,401,127.203639,36.172012
1409168,19,10,401,127.2035888,36.17206689
1410056,19,10,401,127.2419444,36.2880556
1410303,19,10,401,127.2801938,36.2653179
1410582,13,10,401,127.3195728,36.29127417
1410735,19,10,401,127.31968822,36.29153219
1410973,13,10,401,127.31985347,36.29176734
1411899,19,10,401,127.187605,36.164632
1413754,19,10,401,127.25285476,36.27387695
1413759,13,10,401,127.25805,36.282005
1416031,13,10,401,127.32351614,36.29880841
1416382,13,10,401,127.31528408,36.29954669
1416553,19,10,401,127.285173,36.261073
1419787,19,10,401,127.24905112,36.27152328
1419823,19,10,401,127.248804,36.270502
1421975,19,10,401,127.27453283,36.21761444
1422580,13,10,401,127.32183481,36.29891893
1422775,19,10,401,127.203726,36.174958
1423293,13,10,401,127.32079434,36.29779796
1423883,13,10,401,127.31923,36.29566
1424348,19,10,401,127.311994,36.158404
1424840,19,10,401,127.233768,36.286685
1425288,13,10,401,127.32342651,36.29874962
1425655,13,10,401,127.30780002,36.28561591
1428943,19,10,401,127.17739031,36.21223496
1429989,19,10,401,127.26562,36.27041
1430270,19,10,401,127.14176766,36.28443554
1431829,19,10,401,127.19307661,36.20827675
1434509,13,10,401,127.30688927,36.28762606
1436888,19,10,401,127.21,36.1794444
1436890,19,10,401,127.206198,36.17954
1437478,19,10,401,127.218133,36.128917
1439341,19,10,401,127.235315,36.27382
1439386,19,10,401,127.233181,36.285042
1441161,19,10,401,127.26504746,36.27011993
1442776,13,10,401,127.31996048,36.28858803
1444342,13,10,401,127.32391356,36.2993218
1444472,13,10,401,127.32086417,36.29362969
1444864,19,10,401,127.257026,36.266531
1445374,19,10,401,127.23987088,36.28660882
1445775,13,10,401,127.32152,36.294417
1446145,19,10,401,127.239277,36.286028
1447814,13,10,401,127.297554,36.27928
1447934,19,10,401,127.23856731,36.28666411
1448297,13,10,401,127.282954,36.26692348
1448558,19,10,401,127.23346,36.274517
1449251,19,10,401,127.239111,36.288701
1453007,13,10,401,127.31088108,36.28498555
1454650,19,10,401,127.27152,36.266311
1458056,13,10,401,127.32881716,36.29344542
1458856,19,10,401,127.29234,36.267285
1459136,19,10,401,127.27747,36.24277
1461539,19,10,401,127.240863,36.288571
1463448,19,10,401,127.27367487,36.21644124
1463450,19,10,401,127.15944564,36.14029022
1464075,19,10,401,127.2386111,36.2869444
1465624,19,10,401,127.156455,36.129397
1466732,19,10,401,127.23403847,36.2697106
1466764,19,10,401,127.2069444,36.2147222
1466946,19,10,401,127.165859,36.188352
1468102,13,10,401,127.32883199,36.29350444
1469753,19,10,401,127.26901726,36.21023656
1469756,19,10,401,127.158686,36.139822
1470038,19,10,401,127.26399422,36.19883537
1470660,19,10,401,127.20706248,36.21431803
1470810,19,10,401,127.263093,36.197323
1471826,13,10,401,127.31730927,36.29501583
1472505,19,10,401,127.1619444,36.2133333
1474421,13,10,401,127.32997619,36.29719226
1475488,13,10,401,127.31889975,36.29979833
1475502,19,10,401,127.165269,36.214862
1475940,19,10,401,127.236333,36.276168
1477940,19,10,401,127.157575,36.177226
1479002,19,10,401,127.2105556,36.1586111
1480912,19,10,401,127.230723,36.222647
1484495,19,10,401,127.226605,36.194784
1485152,19,10,401,127.1525,36.2116667
1487822,13,10,401,127.321243,36.289151
1487901,19,10,401,127.321243,36.289151
1488219,13,10,401,127.32410958,36.28904835
1489820,19,10,401,127.243116,36.288561
1490980,13,10,401,127.3108552,36.28510552
1491600,19,10,401,127.32410958,36.28904835
1491696,19,10,401,127.23900718,36.28260234
1493721,19,10,401,127.195473,36.208211
1495995,19,10,401,127.25147,36.277974
1496513,13,10,401,127.242193,36.286278
1497637,13,10,401,127.32685792,36.2963572
1498096,13,10,401,127.31777,36.29458
1498404,19,10,401,127.23602982,36.27490093
1498968,19,10,401,127.25423412,36.27658012
1499887,13,10,401,127.318359,36.297508
1501403,19,10,401,127.154925,36.211495
1502002,19,10,401,127.25434313,36.27509863
1503221,19,10,401,127.276859,36.256843
1504701,19,10,401,127.155317,36.211743
1507570,19,10,401,127.21408185,36.22532905
1507950,19,10,401,127.227648,36.226593
1508732,19,10,401,127.142091,36.294777
1509266,13,10,401,127.32462833,36.29857377
1509612,19,10,401,127.1413889,36.2936111
1509867,19,10,401,127.26504043,36.20608773
1510057,19,10,401,127.244468,36.282274
1512443,19,10,401,127.158651,36.158767
1512932,19,10,401,127.143381,36.129345
1516564,19,10,401,127.217057,36.216731
1517573,19,10,401,127.31907499,36.29976699
1518005,19,10,401,127.265247,36.269947
1518806,19,10,401,127.25341762,36.27566051
1519169,13,10,401,127.281746,36.26696
1519406,13,10,401,127.32368071,36.29934931
1519513,19,10,401,127.162329,36.238583
1519686,19,10,401,127.280903,36.266792
1519761,13,10,401,127.274353,36.29316
1519967,19,10,401,127.24094,36.291026
1520421,19,10,401,127.23993,36.29169
1522014,13,10,401,127.324709,36.295772
1522366,19,10,401,127.168057,36.191411
1522791,19,10,401,127.252995,36.148764
1522847,19,10,401,127.26264326,36.26886575
1524405,19,10,401,127.281746,36.26696
1527914,13,10,401,127.317346,36.239073
1528699,19,10,401,127.1515012,36.14289516
1528771,19,10,401,127.159369,36.133823
1531695,19,10,401,127.15717793,36.21239662
1531872,13,10,401,127.317462,36.299329
1534286,13,10,401,127.32630779,36.29285364
1534548,13,10,401,127.32273676,36.29810119
1537989,19,10,401,127.32323322,36.29929876
1538320,13,10,401,127.32323322,36.29929876
1538385,13,10,401,127.32073658,36.2936248
1538869,19,10,401,127.2483333,36.2830556
1540081,13,10,401,127.3213542,36.29867312
1541430,19,10,401,127.15014,36.139977
1541777,13,10,401,127.27251025,36.27090073
1542881,13,10,401,127.269294,36.281147
1543190,19,10,401,127.269294,36.281147
1544321,13,10,401,127.31547,36.298656
1544651,19,10,401,127.174966,36.188589
1546865,19,10,401,127.203892,36.182373
1547238,19,10,401,127.20737563,36.15469556
1548699,19,10,401,127.20054109,36.21261714
1548936,13,10,401,127.32921,36.29474
1549332,13,10,401,127.32549849,36.29444185
1551353,13,10,401,127.31907499,36.29976699
1552770,19,10,401,127.279218,36.242395
1554111,13,10,401,127.279218,36.242395
1555890,19,10,401,127.24145648,36.28212718
1559573,19,10,401,127.146284,36.175021
1561020,19,10,401,127.2161111,36.2147222
1561410,19,10,401,127.23187662,36.16561816
1561454,19,10,401,127.224984,36.161907
